total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho
48.98,14.35,4.68,-6.01,4.66
48.98,14.35,4.38,-5.75,4.32
48.98,14.35,4.73,-6.06,4.71
48.98,14.35,4.62,-5.96,4.57
48.98,14.35,4.68,-6.01,4.66
92.2,30.97,5.35,-6.58,5.24
92.2,30.97,5.35,-6.58,5.24
69.48,17.73,4.9,-6.2,4.88
92.2,30.97,5.14,-6.4,5.02
48.98,14.35,4.15,-5.55,3.87
134.89,64.68,-2.1,-3.8,-0.33
134.89,64.68,-2.1,-3.79,-0.22
134.89,64.68,-2.1,-3.8,-0.33
134.89,64.68,-2.1,-3.79,-0.22
134.89,64.68,-2.1,-3.8,-0.33
124.27,53.5,2.1,-3.73,0.83
132.89,62.21,-2.1,-3.78,-0.21
121.41,51.12,2.11,-3.68,1.18
124.27,53.5,2.11,-3.71,0.84
112.01,44.1,2.12,-3.66,1.19
121.41,51.12,2.11,-3.67,1.18
121.41,51.12,2.11,-3.69,1.18
124.27,53.5,2.1,-3.73,0.83
124.27,53.5,2.1,-3.73,0.83
112.01,44.1,2.12,-3.66,1.19
112.01,44.1,2.12,-3.67,1.19
112.01,44.1,2.12,-3.64,1.2
94.92,33.2,2.13,-3.6,1.21
112.01,44.1,2.13,-3.62,1.2
112.01,44.1,2.12,-3.63,1.2
87.24,2.89,2.14,-3.51,1.57
48.98,14.35,3.67,-5.11,2.61
87.24,2.89,3.28,-4.73,2.81
87.24,2.89,2.14,-3.53,1.57
96.3,20.21,2.14,-3.55,1.56
87.24,2.89,2.14,-3.52,1.57
96.3,20.21,2.13,-3.58,1.56
48.98,14.35,3.77,-5.2,3.46
48.98,14.35,3.72,-5.15,3.4
48.98,14.35,4.26,-5.65,3.99
48.98,14.35,4.05,-5.45,3.76
48.98,14.35,3.72,-5.15,3.4
48.98,14.35,3.67,-5.11,2.61
48.98,14.35,3.72,-5.15,3.4
112.01,44.1,2.12,-3.66,1.19
94.92,33.2,2.13,-3.61,1.21
112.01,44.1,2.12,-3.63,1.2
112.01,44.1,2.12,-3.63,1.2
112.01,44.1,2.12,-3.65,1.19
87.24,2.89,2.14,-3.51,1.57
96.3,20.21,2.14,-3.54,1.56
48.98,14.35,3.67,-5.11,2.61
87.24,2.89,2.14,-3.5,1.57
87.24,2.89,2.15,-3.49,1.58
87.24,2.89,2.14,-3.51,1.57
112.01,44.1,2.13,-3.62,1.2
96.3,20.21,2.14,-3.56,1.56
87.24,2.89,2.14,-3.53,1.57
94.92,33.2,2.13,-3.61,1.21
132.3,62.63,9.46,-9.73,9.2
118.05,48.28,8.44,-9.08,7.19
118.05,48.28,8.39,-9.04,8.02
111.55,43.55,7.75,-8.52,7.34
108.17,41.24,7.59,-8.39,7.17
111.55,43.55,7.8,-8.57,7.4
92.2,30.97,5.35,-6.58,5.24
69.48,17.73,4.95,-6.24,4.55
92.2,30.97,5.4,-6.62,4.77
92.2,30.97,5.35,-6.58,5.24
92.2,30.97,5.89,-7.02,5.28
92.2,30.97,5.64,-6.81,5.04
98.0,34.55,6.37,-7.41,5.81
95.22,32.8,6.1,-7.19,5.51
95.22,32.8,6.1,-7.19,5.51
100.66,36.26,6.74,-7.71,5.73
100.66,36.26,6.69,-7.67,6.15
108.17,41.24,7.42,-8.26,7.0
103.23,37.93,6.97,-7.9,6.01
103.23,37.93,7.02,-7.93,6.06
100.66,36.26,6.74,-7.71,5.73
103.23,37.93,6.88,-7.82,5.9
100.66,36.26,6.58,-7.58,6.04
100.66,36.26,6.69,-7.67,6.15
114.83,45.9,7.96,-8.7,7.57
111.55,43.55,7.69,-8.48,7.28
121.31,50.71,8.53,-9.16,7.29
118.05,48.28,8.23,-8.91,7.85
118.05,48.28,8.39,-9.04,8.02
114.83,45.9,8.18,-8.87,7.79
114.83,45.9,8.18,-8.87,7.79
136.06,64.47,9.87,-9.99,9.63
127.37,55.84,8.76,-9.34,7.56
137.7,66.3,10.29,-10.25,10.26
136.06,64.47,10.15,-10.16,9.92
137.7,66.3,10.29,-10.25,10.26
137.7,66.3,10.22,-10.21,9.99
137.7,66.3,10.22,-10.21,9.99
137.7,66.3,10.29,-10.25,10.26
137.7,66.3,10.22,-10.21,9.99
137.7,66.3,10.22,-10.21,9.99
118.05,48.28,8.44,-9.08,7.19
136.06,64.47,10.08,-10.12,9.85
121.31,50.71,8.67,-9.27,7.46
136.06,64.47,9.94,-10.03,9.7
121.31,50.71,8.53,-9.16,7.29
140.73,69.97,11.27,-10.83,11.25
140.73,69.97,11.11,-10.73,10.97
143.76,74.02,11.89,-11.19,11.89
142.24,71.92,11.33,-10.86,11.31
142.24,71.92,11.62,-11.03,11.58
148.51,81.6,13.33,-12.02,13.23
147.48,79.82,12.93,-11.79,12.9
148.51,81.6,13.33,-12.02,13.23
147.48,79.82,12.88,-11.76,12.84
147.48,79.82,12.88,-11.76,12.84
148.51,81.6,13.33,-12.02,13.23
147.48,79.82,12.88,-11.76,12.84
147.48,79.82,12.88,-11.76,12.84
145.12,76.03,12.19,-11.36,12.18
145.12,76.03,12.19,-11.36,12.18
146.35,77.96,12.61,-11.61,12.58
145.12,76.03,12.31,-11.43,12.3
146.35,77.96,12.67,-11.64,12.63
145.12,76.03,12.26,-11.4,12.25
140.73,69.97,11.11,-10.73,10.97
142.24,71.92,11.33,-10.86,11.31
140.73,69.97,11.16,-10.76,11.14
137.7,66.3,10.5,-10.37,10.47
139.25,68.14,10.77,-10.53,10.74
145.12,76.03,12.06,-11.29,12.06
143.76,74.02,11.84,-11.16,11.81
137.7,66.3,10.43,-10.33,10.4
142.24,71.92,11.33,-10.86,11.31
140.73,69.97,11.16,-10.76,11.14
140.73,69.97,11.16,-10.76,11.14
156.54,99.03,-1.9,2.29,-0.29
156.46,99.03,-1.91,2.25,-0.5
152.81,90.26,13.81,-12.3,13.16
155.93,97.49,-1.95,2.16,-0.74
154.03,92.97,14.27,-12.56,14.14
156.46,99.03,-1.91,2.24,-0.51
154.03,92.97,14.08,-12.46,13.98
156.46,97.59,-1.93,2.21,-0.83
152.81,90.26,13.85,-12.33,13.21
152.81,90.26,13.96,-12.39,13.96
152.81,90.26,13.85,-12.33,13.21
152.81,90.26,13.85,-12.33,13.21
152.81,90.26,13.85,-12.33,13.21
154.03,92.97,14.02,-12.42,13.93
152.81,90.26,13.96,-12.39,13.96
152.81,90.26,13.9,-12.36,13.9
111.55,43.55,7.64,-8.43,7.23
114.83,45.9,8.07,-8.78,7.68
111.55,43.55,7.91,-8.65,7.51
108.17,41.24,7.59,-8.39,7.17
108.24,41.27,8.82,-7.75,8.12
134.79,64.81,6.55,-5.32,4.34
124.17,51.02,5.87,-4.47,5.46
91.47,32.32,7.82,-6.75,7.04
63.4,8.16,6.92,-5.95,6.29
136.78,66.6,5.84,-5.41,5.74
134.79,64.81,6.55,-5.32,4.34
132.83,62.52,6.48,-5.23,4.49
97.31,34.11,8.34,-7.27,7.56
49.27,17.88,7.53,-6.47,7.53
49.27,17.88,7.23,-6.2,6.64
49.27,17.88,7.45,-6.39,7.45
103.89,39.17,5.52,-4.05,5.39
92.85,20.59,5.12,-3.6,5.12
63.4,8.16,6.89,-5.93,4.86
123.66,52.42,9.36,-8.28,7.58
138.19,66.88,9.89,-8.79,9.51
118.25,48.44,9.24,-8.16,8.57
149.23,82.91,10.73,-9.59,10.71
144.47,75.05,10.35,-9.23,10.2
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,5.74,-5.34,5.65
136.78,66.6,5.84,-5.41,5.74
136.78,66.6,5.99,-5.52,5.91
136.78,66.48,6.18,-5.67,6.1
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
127.99,56.64,6.13,-4.78,5.74
127.99,56.64,6.05,-4.68,5.65
132.83,62.52,6.46,-5.21,4.47
63.4,2.98,6.75,-5.83,6.01
102.7,37.58,8.58,-7.51,7.2
102.7,37.58,8.54,-7.47,7.14
100.06,35.87,8.37,-7.29,7.59
91.47,32.32,8.08,-7.01,7.27
91.47,32.32,7.85,-6.77,7.06
94.4,32.32,8.11,-7.03,7.3
91.47,21.31,7.77,-6.7,7.66
49.27,17.88,7.53,-6.47,7.53
91.47,21.31,7.72,-6.65,7.61
49.27,17.88,7.42,-6.36,7.42
49.27,17.88,7.15,-6.13,6.55
49.27,17.88,7.23,-6.2,6.64
49.27,17.88,7.36,-6.31,7.2
49.27,17.88,7.61,-6.55,7.16
132.83,62.52,6.49,-5.25,4.51
117.03,47.62,5.64,-4.19,5.51
124.17,54.6,5.98,-4.6,5.58
103.89,39.17,5.37,-3.88,5.24
103.89,39.17,5.52,-4.05,5.39
80.73,2.98,4.8,-3.25,4.8
92.85,20.59,5.02,-3.48,5.01
63.4,8.16,6.97,-6.0,6.36
63.4,8.16,6.92,-5.95,6.29
103.89,39.17,5.37,-3.88,5.24
92.85,2.98,4.91,-3.37,4.91
92.85,20.59,5.04,-3.51,5.04
136.54,65.0,9.73,-8.64,9.73
114.99,46.01,9.07,-7.99,8.39
97.31,34.11,8.26,-7.19,7.47
91.47,32.32,8.03,-6.95,7.21
105.23,39.26,8.63,-7.56,7.25
100.06,35.87,8.47,-7.4,7.06
123.66,52.42,9.26,-8.18,7.46
114.99,46.01,9.04,-7.97,8.37
138.19,66.88,9.89,-8.79,9.51
136.54,65.0,9.75,-8.66,9.75
136.54,65.0,9.8,-8.71,9.8
145.89,77.22,10.37,-9.25,10.21
141.33,70.72,10.15,-9.04,9.81
149.23,82.91,10.71,-9.57,10.66
147.12,79.2,10.54,-9.41,10.46
147.12,79.2,10.55,-9.42,10.48
141.33,70.72,10.15,-9.04,9.81
144.47,75.05,10.34,-9.22,10.25
141.33,70.72,10.13,-9.02,10.12
157.46,101.32,-2.0,3.8,-1.99
152.4,89.24,10.89,-9.74,10.68
152.4,89.24,10.95,-9.79,10.27
152.4,89.24,10.89,-9.74,10.68
111.65,43.63,8.97,-7.9,8.29
136.78,66.6,5.87,-5.43,5.77
134.79,64.81,5.74,-5.34,5.65
136.78,66.6,5.87,-5.43,5.77
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,5.74,-5.34,5.65
134.79,64.81,5.74,-5.34,5.65
136.78,66.6,5.87,-5.43,5.77
134.79,64.81,5.74,-5.34,5.65
136.78,66.6,5.87,-5.43,5.77
136.78,66.6,5.84,-5.41,5.74
136.78,66.48,6.09,-5.6,6.01
136.78,66.6,5.99,-5.52,5.91
136.78,66.48,6.21,-5.69,6.13
136.78,66.48,6.09,-5.6,6.01
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
134.79,64.81,6.55,-5.32,4.34
132.83,62.52,6.37,-5.08,4.33
132.83,62.52,6.39,-5.1,4.36
132.83,62.52,6.45,-5.19,4.45
124.17,54.6,6.0,-4.62,5.6
124.17,54.6,5.98,-4.6,5.58
127.99,56.64,6.11,-4.75,5.72
132.83,62.52,6.4,-5.13,4.38
132.83,62.52,6.46,-5.21,4.47
132.83,62.52,6.39,-5.1,4.36
134.79,64.81,6.52,-5.28,4.61
134.79,64.81,6.52,-5.28,4.61
121.28,51.02,5.71,-4.27,5.59
124.17,51.02,5.92,-4.52,5.51
127.99,56.64,6.05,-4.68,5.65
129.33,57.46,6.18,-4.83,5.78
63.4,8.16,6.97,-6.0,6.36
63.4,8.16,6.89,-5.93,4.86
100.06,35.87,8.47,-7.4,7.06
105.23,39.26,8.67,-7.6,7.3
105.23,39.26,8.63,-7.56,7.25
102.7,37.58,8.56,-7.49,7.17
100.06,35.87,8.45,-7.37,7.67
100.06,35.87,8.37,-7.29,7.59
100.06,35.87,8.47,-7.4,7.06
97.31,34.11,8.24,-7.16,7.44
94.4,32.32,8.11,-7.03,7.3
97.31,34.11,8.24,-7.16,7.44
91.47,32.32,7.97,-6.9,7.15
91.47,32.32,7.85,-6.77,7.06
91.47,32.32,7.97,-6.9,7.15
91.47,32.32,7.87,-6.8,7.09
91.47,32.32,8.0,-6.93,7.18
91.47,32.32,7.97,-6.9,7.15
97.31,34.11,8.24,-7.16,7.44
94.4,32.32,8.13,-7.06,7.32
91.47,32.32,7.8,-6.72,7.01
91.47,21.31,7.75,-6.67,7.63
91.47,32.32,7.8,-6.72,7.01
49.27,17.88,7.56,-6.5,7.1
49.27,17.88,7.53,-6.47,7.53
49.27,17.88,7.56,-6.5,7.1
49.27,17.88,7.51,-6.44,7.5
49.27,17.88,7.56,-6.5,7.1
49.27,17.88,7.56,-6.5,7.1
49.27,17.88,7.51,-6.44,7.5
49.27,17.88,7.36,-6.31,7.2
49.27,17.88,7.23,-6.2,6.64
49.27,17.88,7.23,-6.2,6.64
49.27,17.88,7.29,-6.26,7.13
63.4,8.16,7.03,-6.04,6.42
63.4,8.16,7.09,-6.09,6.48
49.27,17.88,7.18,-6.16,6.58
49.27,17.88,7.36,-6.31,7.2
49.27,17.88,7.39,-6.34,7.23
49.27,17.88,7.29,-6.26,7.13
49.27,17.88,7.45,-6.39,7.45
49.27,17.88,7.39,-6.34,7.23
49.27,17.88,7.42,-6.36,7.42
91.47,21.31,7.77,-6.7,7.66
91.47,21.31,7.77,-6.7,7.66
49.27,17.88,7.53,-6.47,7.53
91.47,21.31,7.69,-6.62,7.58
49.27,17.88,7.15,-6.13,6.55
134.79,64.81,6.55,-5.32,4.34
132.83,62.52,6.49,-5.25,4.51
134.79,64.81,6.55,-5.32,4.34
132.83,62.52,6.49,-5.25,4.51
134.79,64.81,6.55,-5.32,4.34
124.17,54.6,6.0,-4.62,5.6
132.83,62.52,6.4,-5.13,4.38
121.28,51.02,5.76,-4.33,5.64
124.17,51.02,5.92,-4.52,5.51
117.03,47.62,5.57,-4.11,5.44
121.28,51.02,5.71,-4.27,5.59
121.28,51.02,5.76,-4.33,5.64
127.99,56.64,6.05,-4.68,5.65
124.17,54.6,6.0,-4.62,5.6
117.03,47.62,5.57,-4.11,5.44
117.03,47.62,5.64,-4.19,5.51
103.89,39.17,5.52,-4.05,5.39
103.89,39.17,5.3,-3.8,5.16
103.89,39.17,5.37,-3.88,5.24
103.89,39.17,5.45,-3.97,5.32
92.85,2.98,4.86,-3.31,4.86
63.4,8.16,6.89,-5.93,4.86
80.73,2.98,6.67,-5.77,5.92
92.85,2.98,4.96,-3.43,4.96
92.85,20.59,5.07,-3.54,5.07
92.85,2.98,4.91,-3.37,4.91
92.85,20.59,5.15,-3.63,5.15
63.4,8.16,6.97,-6.0,6.36
63.4,8.16,6.92,-5.95,6.29
49.27,17.88,7.18,-6.16,6.58
63.4,8.16,7.09,-6.09,6.48
63.4,8.16,6.92,-5.95,6.29
63.4,8.16,6.89,-5.93,4.86
63.4,8.16,6.92,-5.95,6.29
117.03,47.62,5.57,-4.11,5.44
103.89,39.17,5.3,-3.8,5.16
103.89,39.17,5.45,-3.97,5.32
103.89,39.17,5.45,-3.97,5.32
103.89,39.17,5.52,-4.05,5.39
92.85,2.98,4.86,-3.31,4.86
92.85,20.59,5.02,-3.48,5.01
63.4,8.16,6.89,-5.93,4.86
80.73,2.98,4.83,-3.28,4.83
80.73,2.98,6.67,-5.77,5.92
92.85,2.98,4.88,-3.34,4.88
103.89,39.17,5.37,-3.88,5.24
92.85,20.59,5.07,-3.54,5.07
92.85,2.98,4.96,-3.43,4.96
103.89,39.17,5.3,-3.8,5.16
134.8,63.12,9.63,-8.55,9.63
123.66,52.42,9.26,-8.18,7.46
118.25,48.44,9.24,-8.16,8.57
111.65,43.63,8.94,-7.87,8.26
108.24,41.27,8.87,-7.8,8.18
111.65,43.63,8.97,-7.9,8.29
91.47,21.31,7.77,-6.7,7.66
49.27,17.88,7.56,-6.5,7.1
91.47,32.32,7.82,-6.75,7.04
91.47,21.31,7.77,-6.7,7.66
91.47,32.32,8.03,-6.95,7.21
91.47,32.32,7.92,-6.85,7.15
97.31,34.11,8.29,-7.22,7.5
94.4,32.32,8.16,-7.08,7.35
94.4,32.32,8.16,-7.08,7.35
100.06,35.87,8.47,-7.4,7.06
100.06,35.87,8.42,-7.35,7.64
108.24,41.27,8.79,-7.72,8.1
102.7,37.58,8.58,-7.51,7.2
102.7,37.58,8.58,-7.51,7.2
100.06,35.87,8.47,-7.4,7.06
102.7,37.58,8.54,-7.47,7.14
100.06,35.87,8.37,-7.29,7.59
100.06,35.87,8.45,-7.37,7.67
114.99,46.01,9.04,-7.97,8.37
111.65,43.63,8.92,-7.85,8.23
123.66,52.42,9.3,-8.22,7.51
118.25,48.44,9.16,-8.09,8.5
118.25,48.44,9.24,-8.16,8.57
114.99,46.01,9.12,-8.04,8.45
118.25,48.44,9.16,-8.09,8.5
136.54,65.0,9.75,-8.66,9.75
123.66,58.25,9.42,-8.35,7.65
138.19,66.88,9.89,-8.79,9.51
138.19,66.88,9.84,-8.75,9.84
138.19,66.88,9.89,-8.79,9.51
138.19,66.88,9.87,-8.77,9.87
138.19,66.88,9.84,-8.75,9.84
138.19,66.88,9.89,-8.79,9.51
138.19,66.88,9.87,-8.77,9.87
138.19,66.88,9.87,-8.77,9.87
123.66,52.42,9.26,-8.18,7.46
136.54,65.0,9.8,-8.71,9.8
123.66,52.42,9.36,-8.28,7.58
136.54,65.0,9.8,-8.71,9.8
123.66,52.42,9.3,-8.22,7.51
142.95,72.88,10.18,-9.07,9.85
141.33,70.72,10.13,-9.02,10.12
144.47,75.05,10.35,-9.23,10.2
142.95,72.88,10.19,-9.08,9.86
144.47,75.05,10.29,-9.17,10.23
150.16,84.66,10.74,-9.6,10.72
149.23,82.91,10.66,-9.52,10.58
149.23,82.91,10.73,-9.59,10.71
148.23,81.09,10.63,-9.49,10.55
148.23,81.09,10.64,-9.5,10.56
149.23,82.91,10.71,-9.57,10.66
148.23,81.09,10.61,-9.48,10.54
148.23,81.09,10.63,-9.49,10.55
145.89,77.22,10.44,-9.31,10.3
145.89,77.22,10.44,-9.31,10.3
147.12,79.2,10.54,-9.41,10.46
147.12,79.2,10.47,-9.34,10.37
147.12,79.2,10.55,-9.42,10.48
145.89,77.22,10.46,-9.33,10.32
141.33,70.72,10.11,-9.0,10.11
142.95,72.88,10.19,-9.08,9.86
141.33,70.72,10.15,-9.04,9.81
138.19,66.88,9.93,-8.83,9.55
139.76,68.75,10.05,-8.94,9.87
145.89,77.22,10.4,-9.28,10.25
144.47,75.05,10.34,-9.22,10.25
138.19,66.88,9.91,-8.81,9.53
142.95,72.88,10.18,-9.07,9.85
141.33,70.72,10.16,-9.05,9.83
141.33,70.72,10.15,-9.04,9.81
158.01,102.63,-2.02,3.83,-1.99
157.46,101.32,-2.01,3.81,-2.0
151.0,86.34,10.86,-9.7,10.76
157.46,101.32,-1.98,3.78,-1.98
152.4,89.24,10.97,-9.81,10.29
157.46,101.32,-2.0,3.8,-1.99
152.4,89.24,10.93,-9.78,10.48
157.46,101.32,-2.0,3.8,-1.99
152.4,89.24,10.89,-9.74,10.68
152.4,89.24,10.89,-9.74,10.68
151.0,86.34,10.88,-9.73,10.79
151.0,86.34,10.88,-9.73,10.79
151.0,86.34,10.88,-9.73,10.79
152.4,89.24,10.91,-9.75,10.69
152.4,89.24,10.91,-9.75,10.69
152.4,89.24,10.89,-9.74,10.68
111.65,43.63,8.89,-7.82,8.21
114.99,46.01,9.12,-8.04,8.45
111.65,43.63,8.99,-7.92,8.31
108.24,41.27,8.84,-7.77,8.15
108.66,41.57,8.8,-7.73,8.11
135.01,65.16,5.74,-5.34,5.64
124.05,53.29,5.88,-4.48,5.48
91.11,30.27,7.83,-6.75,7.04
60.06,15.25,6.89,-5.93,6.28
136.83,66.57,5.84,-5.41,5.74
135.01,65.16,5.74,-5.34,5.64
136.71,63.65,6.49,-5.24,4.51
97.06,33.95,8.32,-7.25,7.54
47.53,18.68,7.51,-6.45,7.51
60.06,15.25,7.24,-6.21,7.08
60.06,15.25,7.43,-6.37,7.43
113.69,45.3,5.55,-4.09,5.43
97.21,20.1,5.13,-3.61,5.13
60.06,15.25,6.87,-5.91,4.86
127.41,55.62,9.34,-8.27,7.56
138.69,67.47,9.87,-8.77,9.49
118.99,48.8,9.19,-8.12,8.53
149.85,84.06,10.72,-9.57,10.7
145.28,76.27,10.34,-9.22,10.18
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
136.83,66.57,5.84,-5.41,5.74
136.83,66.57,6.0,-5.53,5.91
137.43,66.58,6.19,-5.68,6.11
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
130.34,57.4,6.14,-4.79,5.76
127.92,56.39,6.06,-4.69,5.66
136.71,63.65,6.47,-5.22,4.49
88.4,2.2,6.69,-5.78,5.96
102.53,37.47,8.56,-7.49,7.18
102.53,37.47,8.5,-7.42,7.1
97.06,33.95,8.35,-7.27,7.56
91.11,30.27,8.06,-6.98,7.24
91.11,30.27,7.83,-6.75,7.04
94.16,32.13,8.11,-7.04,7.3
91.11,30.27,7.75,-6.68,7.64
47.53,18.68,7.51,-6.45,7.51
91.11,30.27,7.7,-6.63,7.59
60.06,15.25,7.4,-6.34,7.4
60.06,15.25,7.1,-6.09,6.5
60.06,15.25,7.21,-6.18,6.63
60.06,15.25,7.37,-6.32,7.21
47.53,18.68,7.62,-6.55,7.16
135.01,65.16,6.5,-5.27,4.54
121.11,50.92,5.67,-4.23,5.55
124.05,53.29,5.97,-4.58,5.57
113.69,45.3,5.38,-3.89,5.26
113.69,45.3,5.5,-4.04,5.38
88.4,2.2,4.82,-3.28,4.82
97.21,20.1,5.0,-3.47,5.0
60.06,15.25,6.98,-6.0,6.37
60.06,15.25,6.89,-5.93,6.28
113.69,45.3,5.38,-3.89,5.26
88.4,2.2,4.93,-3.39,4.93
97.21,20.1,5.05,-3.53,5.05
135.33,63.67,9.71,-8.63,9.71
115.45,46.35,9.05,-7.98,8.37
97.06,33.95,8.27,-7.2,7.48
91.11,30.27,8.01,-6.93,7.19
105.17,39.22,8.63,-7.56,7.26
99.85,35.73,8.45,-7.38,7.04
118.99,48.8,9.24,-8.16,7.44
115.45,46.35,9.03,-7.95,8.35
138.69,67.47,9.87,-8.77,9.49
137.05,65.57,9.76,-8.67,9.76
137.05,65.57,9.78,-8.69,9.78
145.28,76.27,10.36,-9.23,10.2
142.19,71.83,10.13,-9.02,9.8
149.85,84.06,10.72,-9.57,10.7
147.79,80.33,10.53,-9.39,10.45
147.79,80.33,10.54,-9.41,10.47
142.19,71.83,10.13,-9.02,9.8
145.28,76.27,10.34,-9.22,10.18
142.19,71.83,10.12,-9.0,10.11
158.22,103.22,-2.0,3.8,-1.99
152.22,88.87,10.88,-9.73,10.67
152.75,90.05,10.94,-9.78,10.25
152.22,88.87,10.88,-9.73,10.67
112.11,43.94,8.95,-7.88,8.27
136.83,66.57,5.93,-5.48,5.84
135.01,65.16,5.77,-5.36,5.67
136.83,66.57,5.87,-5.44,5.77
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
136.83,66.57,5.93,-5.48,5.84
135.01,65.16,5.74,-5.34,5.64
136.83,66.57,5.93,-5.48,5.84
136.83,66.57,5.84,-5.41,5.74
137.43,66.58,6.1,-5.61,6.01
136.83,66.57,6.0,-5.53,5.91
137.43,66.58,6.22,-5.7,6.14
137.43,66.58,6.1,-5.61,6.01
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,6.54,-5.32,4.76
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,5.74,-5.34,5.64
135.01,65.16,6.53,-5.3,4.63
135.01,65.16,6.53,-5.3,4.63
135.01,65.16,6.54,-5.32,4.76
136.71,63.65,6.38,-5.1,4.36
136.71,63.65,6.4,-5.12,4.38
136.71,63.65,6.44,-5.18,4.45
124.05,53.29,6.01,-4.64,5.62
124.05,53.29,5.97,-4.58,5.57
127.92,56.39,6.1,-4.74,5.71
136.71,63.65,6.41,-5.14,4.4
136.71,63.65,6.47,-5.22,4.49
136.71,63.65,6.4,-5.12,4.38
135.01,65.16,6.53,-5.3,4.63
135.01,65.16,6.53,-5.3,4.63
121.11,50.92,5.72,-4.29,5.6
124.05,53.29,5.93,-4.53,5.52
127.92,56.39,6.06,-4.69,5.66
130.34,57.4,6.19,-4.84,5.8
60.06,15.25,6.95,-5.97,6.34
60.06,15.25,6.87,-5.91,4.86
99.85,35.73,8.45,-7.38,7.04
105.17,39.22,8.65,-7.58,7.28
105.17,39.22,8.63,-7.56,7.26
102.53,37.47,8.54,-7.47,7.15
99.85,35.73,8.43,-7.35,7.65
97.06,33.95,8.32,-7.25,7.54
99.85,35.73,8.45,-7.38,7.04
94.16,32.13,8.19,-7.12,7.39
91.11,30.27,8.09,-7.01,7.27
94.16,32.13,8.19,-7.12,7.39
91.11,30.27,7.95,-6.88,7.13
91.11,30.27,7.83,-6.75,7.04
91.11,30.27,7.95,-6.88,7.13
91.11,30.27,7.85,-6.78,7.07
91.11,30.27,7.98,-6.9,7.16
91.11,30.27,7.95,-6.88,7.13
94.16,32.13,8.22,-7.14,7.42
94.16,32.13,8.11,-7.04,7.3
91.11,30.27,7.78,-6.7,6.99
91.11,30.27,7.73,-6.65,7.61
91.11,30.27,7.75,-6.68,7.64
47.53,18.68,7.54,-6.47,7.08
47.53,18.68,7.51,-6.45,7.51
47.53,18.68,7.54,-6.47,7.08
60.06,15.25,7.49,-6.42,7.48
47.53,18.68,7.54,-6.47,7.08
47.53,18.68,7.54,-6.47,7.08
60.06,15.25,7.49,-6.42,7.48
60.06,15.25,7.37,-6.32,7.21
60.06,15.25,7.21,-6.18,6.63
60.06,15.25,7.24,-6.21,7.08
