total_sediment_thick,seafloor_age,conv_rate,dist_nearest_edge,subducting_abs_rate
94.1,35.83,-2.81,14.38,-3.35
94.1,35.83,-2.85,14.77,-3.29
94.1,35.83,-2.78,14.0,-3.4
118.53,49.13,2.61,9.95,-3.99
109.6,42.89,-2.65,12.28,-3.65
94.1,35.83,-2.72,13.24,-3.51
116.11,47.17,2.6,10.54,-3.9
142.39,73.33,4.86,0.9,-5.25
139.95,69.77,4.77,2.61,-5.0
139.95,69.77,4.77,2.8,-4.99
138.52,67.76,4.72,5.18,-4.8
137.74,66.69,4.7,5.77,-4.75
138.52,67.76,4.73,4.78,-4.83
48.75,12.21,-3.54,14.34,-2.24
48.75,12.21,-3.51,15.56,-2.42
48.75,12.21,3.56,13.99,-2.19
48.75,12.21,3.56,13.99,-2.19
44.35,7.91,-3.57,12.18,-1.95
51.61,7.7,-3.56,13.1,-2.07
124.39,52.46,-3.62,10.31,-1.72
54.41,15.86,-3.6,11.06,-1.81
54.41,15.86,-3.58,11.62,-1.88
124.39,52.46,4.62,9.03,-4.49
124.39,52.46,4.61,9.39,-4.46
137.74,66.69,4.69,6.37,-4.71
124.39,52.46,4.64,8.09,-4.57
124.39,52.46,4.64,8.09,-4.57
124.39,52.46,4.62,8.85,-4.51
124.39,52.46,4.63,8.47,-4.54
124.39,52.46,4.6,9.75,-4.43
124.39,52.46,4.61,9.22,-4.47
139.26,68.79,4.73,4.39,-4.86
138.52,67.76,4.72,5.18,-4.8
140.62,70.71,4.79,2.22,-5.03
139.95,69.77,4.76,3.4,-4.94
139.95,69.77,4.77,2.8,-4.99
139.26,68.79,4.75,3.59,-4.93
139.26,68.79,4.75,3.59,-4.93
142.93,74.14,4.86,1.89,-5.31
140.62,70.71,4.82,1.06,-5.11
143.43,74.92,4.88,3.08,-5.39
142.93,74.14,4.87,2.69,-5.37
143.43,74.92,4.88,3.08,-5.39
143.43,74.92,4.87,2.89,-5.38
142.93,74.14,4.87,2.69,-5.37
143.43,74.92,4.88,3.08,-5.39
143.43,74.92,4.87,2.89,-5.38
143.43,74.92,4.87,2.89,-5.38
139.95,69.77,4.77,2.61,-5.0
142.93,74.14,4.87,2.29,-5.34
140.62,70.71,4.8,1.64,-5.07
142.93,74.14,4.87,2.09,-5.33
140.62,70.71,4.79,2.22,-5.03
144.39,76.4,4.92,5.65,-5.56
144.39,76.4,4.91,5.34,-5.54
148.31,88.23,4.95,7.72,-5.69
144.85,85.37,4.93,6.12,-5.59
148.31,88.23,4.94,6.95,-5.65
152.16,90.87,5.0,9.88,-5.92
151.94,90.87,4.99,10.77,-5.87
152.16,90.87,5.0,10.06,-5.91
151.94,89.64,4.99,10.43,-5.85
151.94,90.87,4.99,10.59,-5.86
152.16,90.87,5.0,10.39,-5.9
151.94,89.64,4.99,10.29,-5.84
151.94,89.64,4.99,10.43,-5.85
151.13,88.7,4.96,8.24,-5.72
151.13,88.7,4.96,8.62,-5.75
151.36,89.17,4.98,9.49,-5.8
151.36,89.17,4.97,8.78,-5.76
151.94,89.17,4.98,9.64,-5.81
151.13,88.7,4.96,8.62,-5.75
144.39,76.4,4.91,5.34,-5.54
144.85,85.37,4.92,5.96,-5.58
144.39,76.4,4.92,5.5,-5.55
143.43,74.92,4.89,3.65,-5.43
143.92,75.67,4.9,4.21,-5.47
151.13,88.7,4.96,8.24,-5.72
148.31,88.23,4.95,7.42,-5.67
143.43,74.92,4.88,3.27,-5.41
144.39,76.4,4.92,5.65,-5.56
144.39,76.4,4.92,5.65,-5.56
144.39,76.4,4.92,5.5,-5.55
155.99,99.67,5.08,1.41,-6.3
154.46,98.37,5.08,2.27,-6.26
152.6,91.79,5.02,8.41,-6.0
153.93,97.02,5.07,3.55,-6.22
153.1,92.25,5.04,6.95,-6.07
154.46,98.37,5.07,2.57,-6.25
153.1,92.25,5.03,7.57,-6.04
153.93,97.02,5.07,3.01,-6.24
152.6,91.79,5.02,8.1,-6.01
153.1,91.79,5.02,7.93,-6.02
152.6,91.79,5.02,8.26,-6.01
152.6,91.79,5.02,8.26,-6.01
152.6,91.79,5.02,8.26,-6.01
153.1,92.25,5.02,7.75,-6.03
153.1,91.79,5.02,7.93,-6.02
152.6,91.79,5.02,8.1,-6.01
137.74,66.69,4.7,5.77,-4.75
139.26,68.79,4.74,3.99,-4.89
138.52,67.76,4.73,4.78,-4.83
137.74,66.69,4.7,5.77,-4.75
137.56,66.68,4.71,6.17,-4.75
131.41,60.96,5.48,0.1,-5.29
121.63,51.76,2.73,6.04,-4.51
53.64,8.08,-3.53,13.64,-2.1
65.29,26.51,-3.04,16.69,-3.0
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
103.24,7.57,4.61,9.97,-4.44
53.64,16.48,-3.46,15.74,-2.4
56.87,16.48,-3.32,17.44,-2.66
53.64,16.48,-3.42,16.28,-2.49
115.55,46.8,2.56,8.97,-4.09
102.24,38.95,-2.58,12.28,-3.61
65.29,26.51,-3.02,16.5,-3.02
140.05,70.03,4.82,1.64,-5.1
143.33,74.9,4.89,3.08,-5.42
139.8,69.76,4.79,2.8,-5.02
151.89,90.28,5.02,9.88,-5.94
150.94,88.37,4.96,7.57,-5.71
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
124.6,54.44,3.0,3.72,-4.83
122.06,52.19,2.9,4.49,-4.73
131.41,60.96,3.62,0.09,-5.26
83.31,26.51,-2.85,15.33,-3.17
137.56,66.68,4.66,8.09,-4.6
114.3,45.83,4.64,8.66,-4.55
103.24,7.57,4.62,9.78,-4.46
57.44,15.68,-3.55,12.01,-1.89
53.64,8.08,-3.53,13.64,-2.1
57.44,15.68,-3.56,11.64,-1.84
53.64,8.08,-3.52,14.17,-2.17
53.64,16.48,-3.46,15.74,-2.4
53.64,8.08,-3.5,14.52,-2.22
53.64,16.48,-3.41,16.46,-2.51
56.87,16.48,-3.22,18.21,-2.78
56.87,16.48,-3.29,17.64,-2.69
56.87,16.48,-3.38,16.85,-2.57
53.64,8.08,-3.47,15.22,-2.33
131.41,60.96,3.62,0.09,-5.26
119.36,49.86,2.61,7.8,-4.26
121.63,51.76,2.79,5.46,-4.59
115.55,46.8,2.53,10.15,-3.92
115.55,46.8,2.56,8.97,-4.09
83.31,31.0,-2.75,14.38,-3.31
102.24,38.95,-2.64,13.04,-3.5
56.87,26.51,-3.11,17.26,-2.92
65.29,26.51,-3.04,16.69,-3.0
115.55,46.8,2.53,10.15,-3.92
102.24,38.95,-2.67,13.42,-3.45
102.24,38.95,-2.62,12.85,-3.53
141.9,72.69,4.88,1.69,-5.33
139.12,68.78,4.75,4.19,-4.91
85.73,21.05,4.59,10.71,-4.38
43.5,8.08,-3.54,12.56,-1.96
137.56,66.68,4.67,7.72,-4.63
103.24,7.57,4.63,9.22,-4.51
139.8,69.76,4.79,2.61,-5.03
139.12,68.78,4.75,4.58,-4.88
143.33,74.9,4.89,3.08,-5.42
143.33,74.9,4.88,2.09,-5.35
143.33,74.9,4.88,2.29,-5.37
150.94,88.37,4.96,7.72,-5.72
144.74,81.92,4.93,5.65,-5.59
151.89,90.28,5.01,10.06,-5.93
151.42,89.32,4.99,9.49,-5.82
151.42,89.32,4.99,9.49,-5.82
144.74,81.92,4.93,5.5,-5.58
150.94,88.37,4.96,7.42,-5.7
144.29,76.38,4.93,5.34,-5.57
154.02,97.5,5.09,2.57,-6.27
152.66,91.95,5.03,8.1,-6.03
152.66,91.95,5.04,7.4,-6.07
152.66,91.95,5.03,8.26,-6.03
138.37,67.75,4.73,5.18,-4.83
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.49,0.29,-5.31
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,5.48,0.1,-5.29
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
129.27,58.82,3.41,1.23,-5.14
131.41,60.96,3.44,1.04,-5.16
131.41,60.96,3.59,0.28,-5.24
122.06,52.19,2.86,4.88,-4.67
121.63,51.76,2.79,5.46,-4.59
124.6,54.44,2.95,4.11,-4.78
131.41,60.96,3.51,0.66,-5.2
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.44,1.04,-5.16
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
121.63,51.76,2.64,7.21,-4.35
121.63,51.76,2.77,5.65,-4.57
122.06,52.19,2.9,4.49,-4.73
124.6,54.44,3.03,3.53,-4.86
56.87,26.51,-3.09,17.07,-2.94
65.29,26.51,-3.02,16.5,-3.02
114.3,45.83,4.63,9.03,-4.52
137.56,66.68,4.68,7.34,-4.66
137.56,66.68,4.67,7.72,-4.63
137.56,66.68,4.66,8.28,-4.58
103.24,7.57,4.63,9.22,-4.51
103.24,7.57,4.61,9.97,-4.44
103.24,7.57,4.63,9.22,-4.51
85.73,21.05,-3.58,10.9,-1.75
57.44,15.68,-3.56,11.82,-1.87
85.73,21.05,-3.58,10.9,-1.75
43.5,8.08,-3.54,12.75,-1.98
53.64,8.08,-3.53,13.64,-2.1
43.5,8.08,-3.54,12.75,-1.98
53.64,8.08,-3.53,13.46,-2.07
43.5,8.08,-3.54,12.56,-1.96
43.5,8.08,-3.54,12.56,-1.96
85.73,21.05,4.59,10.71,-4.38
57.44,15.68,-3.56,11.64,-1.84
53.64,8.08,-3.52,14.17,-2.17
53.64,8.08,-3.51,14.34,-2.2
53.64,8.08,-3.52,14.17,-2.17
53.64,16.48,-3.47,15.56,-2.38
53.64,16.48,-3.46,15.74,-2.4
53.64,16.48,-3.47,15.56,-2.38
53.64,16.48,-3.45,15.92,-2.43
53.64,16.48,-3.47,15.56,-2.38
53.64,16.48,-3.47,15.56,-2.38
53.64,16.48,-3.45,15.92,-2.43
56.87,16.48,-3.38,16.85,-2.57
56.87,16.48,-3.29,17.64,-2.69
56.87,16.48,-3.29,17.64,-2.69
56.87,16.48,-3.34,17.24,-2.63
56.87,26.51,-3.13,17.45,-2.89
56.87,16.48,-3.18,17.83,-2.83
56.87,16.48,-3.27,17.83,-2.72
56.87,16.48,-3.38,16.85,-2.57
56.87,16.48,-3.4,16.65,-2.54
56.87,16.48,-3.34,17.24,-2.63
53.64,16.48,-3.42,16.28,-2.49
56.87,16.48,-3.4,16.65,-2.54
53.64,16.48,-3.41,16.46,-2.51
53.64,8.08,-3.52,14.17,-2.17
53.64,8.08,-3.52,14.17,-2.17
53.64,16.48,-3.46,15.74,-2.4
53.64,8.08,-3.49,14.7,-2.25
56.87,16.48,-3.22,18.21,-2.78
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
131.41,60.96,3.62,0.09,-5.26
122.06,52.19,2.86,4.88,-4.67
131.41,60.96,3.51,0.66,-5.2
121.63,51.76,2.64,7.21,-4.35
121.63,51.76,2.79,5.46,-4.59
115.55,46.8,2.58,8.38,-4.18
119.36,49.86,2.61,7.8,-4.26
121.63,51.76,2.64,7.21,-4.35
122.06,52.19,2.9,4.49,-4.73
122.06,52.19,2.86,4.88,-4.67
115.55,46.8,2.58,8.38,-4.18
119.36,49.86,2.61,7.8,-4.26
115.55,46.8,2.56,8.97,-4.09
115.55,46.8,2.53,10.73,-3.84
115.55,46.8,2.53,10.15,-3.92
115.55,46.8,2.54,9.56,-4.01
83.31,31.0,-2.73,14.19,-3.34
65.29,26.51,-3.02,16.5,-3.02
83.31,26.51,-2.79,14.76,-3.26
102.24,38.95,-2.67,13.42,-3.45
102.24,38.95,-2.6,12.47,-3.59
83.31,31.0,-2.7,13.81,-3.39
102.24,38.95,-2.55,11.7,-3.7
56.87,26.51,-3.09,17.07,-2.94
65.29,26.51,-3.04,16.69,-3.0
56.87,16.48,-3.25,18.02,-2.75
56.87,16.48,-3.15,17.64,-2.86
65.29,26.51,-3.04,16.69,-3.0
65.29,26.51,-3.02,16.5,-3.02
65.29,26.51,-3.04,16.69,-3.0
115.55,46.8,2.58,8.38,-4.18
115.55,46.8,2.53,10.73,-3.84
115.55,46.8,2.54,9.56,-4.01
115.55,46.8,2.54,9.56,-4.01
115.55,46.8,2.56,8.97,-4.09
83.31,31.0,-2.72,14.0,-3.37
102.24,38.95,-2.64,13.04,-3.5
65.29,26.51,-3.02,16.5,-3.02
83.31,31.0,-2.75,14.38,-3.31
83.31,26.51,-2.79,14.76,-3.26
83.31,31.0,-2.72,14.0,-3.37
115.55,46.8,2.54,9.95,-3.95
102.24,38.95,-2.58,12.28,-3.61
102.24,38.95,-2.64,13.04,-3.5
115.55,46.8,2.53,10.54,-3.87
141.32,71.83,4.87,0.9,-5.27
139.8,69.76,4.79,2.61,-5.03
139.8,69.76,4.79,2.8,-5.02
138.37,67.75,4.73,5.18,-4.83
137.56,66.68,4.71,5.97,-4.77
138.37,67.75,4.74,4.98,-4.85
53.64,8.08,-3.52,14.17,-2.17
53.64,16.48,-3.47,15.56,-2.38
53.64,8.08,-3.52,13.99,-2.14
53.64,8.08,-3.52,14.17,-2.17
43.5,8.08,-3.55,12.19,-1.91
43.5,8.08,-3.53,13.1,-2.03
85.73,21.05,4.6,10.34,-4.41
57.44,15.68,-3.57,11.27,-1.8
57.44,15.68,-3.56,11.64,-1.84
114.3,45.83,4.63,9.03,-4.52
103.24,7.57,4.62,9.41,-4.49
137.56,66.68,4.71,6.37,-4.74
137.56,66.68,4.67,7.91,-4.61
137.56,66.68,4.67,7.91,-4.61
114.3,45.83,4.63,9.03,-4.52
114.3,45.83,4.64,8.66,-4.55
103.24,7.57,4.62,9.59,-4.48
103.24,7.57,4.63,9.22,-4.51
139.12,68.78,4.75,4.39,-4.89
138.37,67.75,4.73,5.18,-4.83
139.37,69.08,4.81,2.03,-5.07
139.8,69.76,4.77,3.4,-4.97
139.8,69.76,4.79,2.8,-5.02
139.8,69.76,4.77,3.59,-4.96
139.8,69.76,4.77,3.59,-4.96
141.9,72.69,4.88,1.89,-5.34
140.05,70.03,4.83,1.25,-5.12
143.33,74.9,4.89,3.08,-5.42
143.33,74.9,4.89,2.69,-5.4
143.33,74.9,4.89,3.08,-5.42
143.33,74.9,4.89,2.89,-5.41
143.33,74.9,4.89,2.89,-5.41
143.33,74.9,4.89,3.08,-5.42
143.33,74.9,4.89,2.89,-5.41
143.33,74.9,4.89,2.89,-5.41
139.8,69.76,4.79,2.61,-5.03
143.33,74.9,4.88,2.29,-5.37
140.05,70.03,4.81,1.83,-5.08
143.33,74.9,4.88,2.09,-5.35
139.37,69.08,4.81,2.03,-5.07
144.74,81.92,4.94,5.81,-5.6
144.29,76.38,4.93,5.34,-5.57
150.94,88.37,4.96,7.57,-5.71
144.74,81.92,4.94,6.12,-5.62
146.77,87.89,4.95,6.95,-5.67
151.89,90.28,5.02,9.88,-5.94
151.66,89.8,5.0,10.77,-5.89
151.89,90.28,5.01,10.06,-5.93
151.42,89.32,5.0,10.29,-5.86
151.66,89.8,5.0,10.59,-5.88
151.89,90.28,5.01,10.06,-5.93
151.42,89.32,5.0,10.29,-5.86
151.42,89.32,5.0,10.29,-5.86
151.18,88.84,4.97,8.43,-5.76
151.18,88.84,4.97,8.43,-5.76
151.42,89.32,4.99,9.49,-5.82
151.18,88.84,4.98,8.78,-5.78
151.42,89.32,4.99,9.81,-5.84
151.18,88.84,4.98,8.62,-5.77
144.29,76.38,4.93,5.34,-5.57
144.74,81.92,4.94,5.96,-5.61
144.74,81.92,4.93,5.5,-5.58
143.82,75.65,4.9,3.46,-5.45
143.82,75.65,4.91,4.21,-5.5
150.94,88.37,4.97,8.24,-5.75
150.94,88.37,4.96,7.42,-5.7
143.33,74.9,4.89,3.27,-5.43
144.74,81.92,4.94,5.96,-5.61
144.74,81.92,4.93,5.65,-5.59
144.74,81.92,4.93,5.5,-5.58
155.36,98.84,5.09,1.41,-6.31
154.02,97.5,5.09,2.27,-6.28
152.66,91.95,5.03,8.41,-6.02
153.54,96.14,5.08,3.72,-6.23
152.88,92.42,5.05,7.11,-6.08
154.02,97.5,5.09,2.57,-6.27
152.66,91.95,5.04,7.57,-6.06
154.02,97.5,5.09,3.01,-6.25
152.66,91.95,5.03,8.26,-6.03
152.66,91.95,5.03,7.93,-6.04
152.66,91.95,5.03,8.26,-6.03
152.66,91.95,5.03,8.26,-6.03
152.66,91.95,5.03,8.26,-6.03
152.66,91.95,5.03,7.93,-6.04
152.66,91.95,5.03,7.93,-6.04
152.66,91.95,5.03,8.1,-6.03
138.37,67.75,4.72,5.58,-4.8
139.12,68.78,4.76,3.99,-4.93
139.12,68.78,4.75,4.58,-4.88
137.56,66.68,4.71,5.97,-4.77
136.92,65.97,4.73,6.17,-4.78
129.16,58.78,5.4,0.05,-5.25
118.88,49.54,2.65,6.03,-4.48
60.73,20.57,-3.5,13.64,-2.06
64.88,20.74,-2.99,16.68,-2.96
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,3.55,0.09,-5.23
105.66,11.29,4.62,10.17,-4.46
48.62,10.44,-3.42,15.74,-2.36
48.62,10.44,-3.27,17.44,-2.62
48.62,10.44,-3.4,16.1,-2.41
116.49,47.61,2.49,8.77,-4.09
93.57,34.96,-2.52,12.27,-3.58
64.88,20.74,-2.96,16.49,-2.98
139.92,70.01,4.83,1.64,-5.13
142.87,74.28,4.91,3.08,-5.45
139.23,69.06,4.8,2.8,-5.05
151.72,89.97,5.03,9.88,-5.96
150.37,87.22,4.98,7.57,-5.73
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.41,0.16,-5.26
129.16,58.78,5.41,0.16,-5.26
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,3.55,0.09,-5.23
124.46,54.35,2.93,3.72,-4.8
122.19,52.33,2.83,4.49,-4.69
129.16,58.78,3.55,0.09,-5.23
64.88,20.74,-2.79,15.33,-3.13
135.07,63.56,4.68,8.09,-4.63
122.67,50.96,4.66,8.66,-4.59
105.66,11.29,4.63,9.79,-4.49
60.73,20.57,-3.53,11.87,-1.84
60.73,20.57,-3.5,13.64,-2.06
60.73,20.57,4.59,11.69,-4.33
60.73,5.75,-3.49,14.17,-2.13
48.62,10.44,-3.42,15.74,-2.36
60.73,5.75,-3.46,14.52,-2.18
48.62,10.44,-3.37,16.46,-2.47
64.88,20.74,-3.18,18.21,-2.73
48.62,10.44,-3.25,17.64,-2.65
48.62,10.44,-3.33,16.85,-2.53
48.62,10.44,-3.44,15.05,-2.26
129.16,58.78,3.55,0.09,-5.23
118.88,49.54,2.54,7.59,-4.26
122.23,52.39,2.74,5.26,-4.59
112.39,44.44,2.46,10.14,-3.89
116.49,47.61,2.49,8.77,-4.09
93.57,34.96,-2.69,14.37,-3.27
93.57,34.96,-2.56,12.84,-3.5
64.88,20.74,-3.04,17.06,-2.9
64.88,20.74,-2.96,16.49,-2.98
112.39,44.44,2.46,10.14,-3.89
93.57,34.96,-2.62,13.61,-3.39
93.57,34.96,-2.56,12.84,-3.5
141.78,72.67,4.89,1.69,-5.35
138.5,68.07,4.77,4.19,-4.94
91.72,20.57,4.61,10.55,-4.43
60.73,20.57,-3.51,12.57,-1.92
135.07,63.56,4.69,7.53,-4.68
122.67,50.96,4.65,9.03,-4.56
139.23,69.06,4.81,2.61,-5.06
137.73,67.04,4.77,4.39,-4.92
142.87,74.28,4.91,3.08,-5.45
142.34,73.49,4.9,2.09,-5.38
142.34,73.49,4.9,2.09,-5.38
150.37,87.22,4.98,7.72,-5.74
143.87,82.21,4.94,5.5,-5.6
151.72,89.97,5.03,10.06,-5.96
150.89,88.23,5.0,9.34,-5.83
150.89,88.23,5.0,9.64,-5.85
143.87,82.21,4.94,5.5,-5.6
150.37,87.22,4.97,7.42,-5.72
143.87,82.21,4.94,5.34,-5.59
155.01,98.01,5.1,2.57,-6.28
152.19,90.95,5.04,8.1,-6.05
152.68,91.44,5.06,7.4,-6.09
152.19,90.95,5.04,8.1,-6.05
137.73,67.04,4.75,4.98,-4.88
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.41,0.16,-5.26
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.41,0.16,-5.26
129.16,58.78,5.41,0.16,-5.26
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,5.4,0.05,-5.25
129.16,58.78,3.37,1.04,-5.13
129.16,58.78,3.37,1.04,-5.13
129.16,58.78,3.51,0.28,-5.21
122.19,52.33,2.78,4.87,-4.64
122.23,52.39,2.74,5.26,-4.59
122.19,52.33,2.88,4.1,-4.75
129.16,58.78,3.44,0.66,-5.17
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.37,1.04,-5.13
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
118.88,49.54,2.55,7.4,-4.29
122.23,52.39,2.69,5.65,-4.53
122.19,52.33,2.83,4.49,-4.69
124.46,54.35,2.98,3.33,-4.85
64.88,20.74,-3.04,17.06,-2.9
64.88,20.74,-2.96,16.49,-2.98
122.67,50.96,4.65,9.03,-4.56
136.06,64.85,4.7,7.34,-4.69
135.07,63.56,4.69,7.53,-4.68
135.07,63.56,4.67,8.28,-4.62
122.67,50.96,4.65,9.22,-4.54
105.66,11.29,4.63,9.79,-4.49
122.67,50.96,4.65,9.03,-4.56
91.72,20.57,4.61,10.93,-4.4
60.73,20.57,-3.53,11.87,-1.84
91.72,20.57,4.61,10.93,-4.4
60.73,20.57,-3.51,12.93,-1.97
60.73,20.57,-3.5,13.64,-2.06
60.73,20.57,-3.51,12.75,-1.94
60.73,20.57,-3.5,13.46,-2.03
60.73,20.57,-3.51,12.57,-1.92
60.73,20.57,-3.51,12.57,-1.92
91.72,20.57,4.61,10.74,-4.41
91.72,20.57,4.59,11.5,-4.35
60.73,5.75,-3.49,13.99,-2.1
60.73,5.75,-3.48,14.34,-2.15
60.73,5.75,-3.49,13.99,-2.1
48.62,10.44,-3.43,15.56,-2.33
48.62,10.44,-3.42,15.74,-2.36
48.62,10.44,-3.43,15.56,-2.33
48.62,10.44,-3.41,15.92,-2.39
48.62,10.44,-3.43,15.56,-2.33
48.62,10.44,-3.43,15.56,-2.33
48.62,10.44,-3.41,15.92,-2.39
48.62,10.44,-3.33,16.85,-2.53
48.62,10.44,-3.25,17.64,-2.65
48.62,10.44,-3.25,17.64,-2.65
48.62,10.44,-3.29,17.24,-2.59
64.88,20.74,-3.08,17.45,-2.85
64.88,20.74,-3.13,17.83,-2.79
48.62,10.44,-3.22,17.83,-2.68
48.62,10.44,-3.33,16.85,-2.53
48.62,10.44,-3.35,16.65,-2.5
48.62,10.44,-3.29,17.24,-2.59
48.62,10.44,-3.4,16.1,-2.41
48.62,10.44,-3.35,16.65,-2.5
48.62,10.44,-3.37,16.46,-2.47
60.73,5.75,-3.49,14.17,-2.13
60.73,5.75,-3.49,13.99,-2.1
48.62,10.44,-3.42,15.74,-2.36
60.73,10.44,-3.45,14.7,-2.21
64.88,20.74,-3.18,18.21,-2.73
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
129.16,58.78,3.55,0.09,-5.23
122.19,52.33,2.78,4.87,-4.64
129.16,58.78,3.44,0.66,-5.17
118.88,49.54,2.57,7.01,-4.34
122.23,52.39,2.69,5.65,-4.53
116.49,47.61,2.51,8.38,-4.15
118.88,49.54,2.54,7.59,-4.26
118.88,49.54,2.57,7.01,-4.34
122.19,52.33,2.78,4.87,-4.64
122.19,52.33,2.78,4.87,-4.64
116.49,47.61,2.51,8.38,-4.15
118.88,49.54,2.53,7.79,-4.23
112.39,44.44,2.48,8.97,-4.06
112.39,44.44,-2.46,10.73,-3.8
112.39,44.44,2.46,10.14,-3.89
112.39,44.44,2.47,9.55,-3.98
93.57,34.96,-2.67,14.18,-3.3
64.88,20.74,-2.96,16.49,-2.98
73.74,25.75,-2.75,14.95,-3.19
93.57,34.96,-2.61,13.42,-3.41
93.57,34.96,-2.54,12.65,-3.52
93.57,34.96,-2.62,13.61,-3.39
108.39,41.77,-2.48,11.7,-3.66
64.88,20.74,-3.04,17.06,-2.9
64.88,20.74,-2.99,16.68,-2.96
48.62,10.44,-3.2,18.02,-2.71
